ClassName,GlobalRef,Global,GlobalBytesUsed,GlobalKB,GlobalMB,GlobalGB,HasGlobalMap,Status,Rows,HasLog,HasCSV,SizeBytes,SizeKB,SizeMB,SizeGB,Note,BaseGlobal
SITE.MHNumeric,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.MHOrderModifier,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.MHPatientNum,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.MHRackActivityStat,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.MHResultMonth,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.MHSigFndDate,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.MHTestsInBat,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.MHTime,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.MHTranslate,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.MHYesNo,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.MMASpecimenCategoryCode,,,0.0,,,,False,OK,0.0,True,True,30.0,0.03,0.0,0.0,\Success\,nan
SITE.MMASpecimenDescriptionCode,,,0.0,,,,False,OK,0.0,True,True,27.0,0.03,0.0,0.0,\Success\,nan
SITE.MRSAReportView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.MaPhysClient,,,0.0,,,,False,OK,0.0,True,True,30.0,0.03,0.0,0.0,\Success\,nan
SITE.MonRevBL,,,0.0,,,,False,OK,5.0,True,True,31.0,0.03,0.0,0.0,\Success\,nan
SITE.MonRevHID,,,0.0,,,,False,OK,5.0,True,True,32.0,0.03,0.0,0.0,\Success\,nan
SITE.MonRevLC,,,0.0,,,,False,OK,25972.0,True,True,428959.0,418.91,0.4091,0.000399,\Success\,nan
SITE.MonRevLD,,,0.0,,,,False,OK,76.0,True,True,453.0,0.44,0.0004,0.0,\Success\,nan
SITE.MonRevMJ,,,0.0,,,,False,OK,101560.0,True,True,3459179.0,3378.1,3.2989,0.003222,\Success\,nan
SITE.MonRevOC,,,0.0,,,,False,OK,4240.0,True,True,37146.0,36.28,0.0354,3.5e-05,\Success\,nan
SITE.MonRevRL,,,0.0,,,,False,OK,82.0,True,True,444.0,0.43,0.0004,0.0,\Success\,nan
SITE.MonRevView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.PatientLocation,,,0.0,,,,False,OK,0.0,True,True,460.0,0.45,0.0004,0.0,\Success\,nan
SITE.PatientLocationView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.QCCtlData,,,0.0,,,,False,OK,15324.0,True,True,113399.0,110.74,0.1081,0.000106,\Success\,nan
SITE.QCCtlRes,,,0.0,,,,False,OK,20144.0,True,True,1863463.0,1819.79,1.7771,0.001735,\Success\,nan
SITE.QCDetailView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.QCLot,,,0.0,,,,False,OK,3568.0,True,True,211022.0,206.08,0.2012,0.000197,\Success\,nan
SITE.QCMonStat,,,0.0,,,,False,OK,108810.0,True,True,4020186.0,3925.96,3.8339,0.003744,\Success\,nan
SITE.QCResult,,,0.0,,,,False,OK,330066.0,True,True,22610335.0,22080.41,21.5629,0.021058,\Success\,nan
SITE.REVERSEGLRES,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.ROPatient,,,0.0,,,,False,OK,0.0,True,True,86.0,0.08,0.0001,0.0,\Success\,nan
SITE.ROPatientView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.ROSpecimen,,,0.0,,,,False,OK,0.0,True,True,286.0,0.28,0.0003,0.0,\Success\,nan
SITE.ROTest,,,0.0,,,,False,OK,0.0,True,True,44.0,0.04,0.0,0.0,\Success\,nan
SITE.ROTestView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.RPTHEADER,,,0.0,,,,False,OK,1.0,True,True,141.0,0.14,0.0001,0.0,\Success\,nan
SITE.RTECDBView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.RTECourierDestClient,,,0.0,,,,False,OK,0.0,True,True,15.0,0.01,0.0,0.0,\Success\,nan
SITE.RTECourierDestCmnt,,,0.0,,,,False,OK,0.0,True,True,28.0,0.03,0.0,0.0,\Success\,nan
SITE.RTECourierDestInstruc,,,0.0,,,,False,OK,0.0,True,True,102.0,0.1,0.0001,0.0,\Success\,nan
SITE.RTECourierDestLocPhys,,,0.0,,,,False,OK,0.0,True,True,86.0,0.08,0.0001,0.0,\Success\,nan
SITE.RTECourierDestPhys,,,0.0,,,,False,OK,0.0,True,True,29.0,0.03,0.0,0.0,\Success\,nan
SITE.RTECourierDestSched,,,0.0,,,,False,OK,0.0,True,True,146.0,0.14,0.0001,0.0,\Success\,nan
SITE.RTECourierDestSchedView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.RTECourierDestStops,,,0.0,,,,False,OK,0.0,True,True,33.0,0.03,0.0,0.0,\Success\,nan
SITE.RTECourierRoutes,,,0.0,,,,False,OK,0.0,True,True,91.0,0.09,0.0001,0.0,\Success\,nan
SITE.RTECourierRoutesCmnt,,,0.0,,,,False,OK,0.0,True,True,28.0,0.03,0.0,0.0,\Success\,nan
SITE.RTECourierRoutesInstruc,,,0.0,,,,False,OK,0.0,True,True,102.0,0.1,0.0001,0.0,\Success\,nan
SITE.RTECourierRoutesSched,,,0.0,,,,False,OK,0.0,True,True,148.0,0.14,0.0001,0.0,\Success\,nan
SITE.RTECourierRoutesSchedView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.RTECourierRoutesStopsSeq,,,0.0,,,,False,OK,0.0,True,True,76.0,0.07,0.0001,0.0,\Success\,nan
SITE.RTECourierStops,,,0.0,,,,False,OK,0.0,True,True,121.0,0.12,0.0001,0.0,\Success\,nan
SITE.RTECourierStopsCmnt,,,0.0,,,,False,OK,0.0,True,True,28.0,0.03,0.0,0.0,\Success\,nan
SITE.RTECourierStopsDestSeq,,,0.0,,,,False,OK,0.0,True,True,46.0,0.04,0.0,0.0,\Success\,nan
SITE.RTECourierStopsInstruc,,,0.0,,,,False,OK,0.0,True,True,102.0,0.1,0.0001,0.0,\Success\,nan
SITE.RTECourierStopsRoutes,,,0.0,,,,False,OK,0.0,True,True,36.0,0.04,0.0,0.0,\Success\,nan
SITE.RTEDestClientView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.RTEDestStopView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.RTEDestsLocPhysView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.RTERoutesStopSeq,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.RTEStopsRoutesView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.RTEStopsSeqView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.ReceiveTubeType,,,0.0,,,,False,OK,9482.0,True,True,174062.0,169.98,0.166,0.000162,\Success\,nan
SITE.ReceiveTubeTypeView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SCInfo,,,0.0,,,,False,OK,1.0,True,True,33.0,0.03,0.0,0.0,\Success\,nan
SITE.SMRBatchChildBatch,,,0.0,,,,False,OK,11.0,True,True,107.0,0.1,0.0001,0.0,\Success\,nan
SITE.SMRBatchChildBatchXRefVie,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRBatchComments,,,0.0,,,,False,OK,1299.0,True,True,18089.0,17.67,0.0173,1.7e-05,\Success\,nan
SITE.SMRBatchContainer,,,0.0,,,,False,OK,1665.0,True,True,21168.0,20.67,0.0202,2e-05,\Success\,nan
SITE.SMRBatchContainerView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRBatchHistory,,,0.0,,,,False,OK,47889.0,True,True,2577464.0,2517.05,2.4581,0.0024,\Success\,nan
SITE.SMRBatchHistoryView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRBatchInformation,,,0.0,,,,False,OK,1299.0,True,True,68904.0,67.29,0.0657,6.4e-05,\Success\,nan
SITE.SMRChildContainerXRefView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRContChildContXRef,,,0.0,,,,False,OK,239880.0,True,True,6950643.0,6787.74,6.6286,0.006473,\Success\,nan
SITE.SMRContPatientChildXRef,,,0.0,,,,False,OK,852663.0,True,True,12783464.0,12483.85,12.1913,0.011906,\Success\,nan
SITE.SMRContPatientChildXRefVi,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRContainer,,,0.0,,,,False,OK,11170469.0,True,True,1069652369.0,1044582.39,1020.1,0.996191,\Success\,nan
SITE.SMRContainerComment,,,0.0,,,,False,OK,5380.0,True,True,134352.0,131.2,0.1281,0.000125,\Success\,nan
SITE.SMRContainerCommentView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRContainerHistory,,,0.0,,,,False,OK,51947246.0,True,True,3597802551.0,3513479.05,3431.1319,3.350715,\Success\,nan
SITE.SMRContainerHistoryView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRContainerPatientSpec,,,0.0,,,,False,OK,13463987.0,True,True,1958974432.0,1913060.97,1868.2236,1.824437,\Success\,nan
SITE.SMRContainerPatientSpecVi,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRContainerPatientTest,,,0.0,,,,False,OK,77805643.0,True,True,4634224691.0,4525610.05,4419.5411,4.315958,\Success\,nan
SITE.SMRContainerPatientTestVi,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRContainerRoute,,,0.0,,,,False,OK,9644794.0,True,True,324385335.0,316782.55,309.358,0.302107,\Success\,nan
SITE.SMRContainerRouteView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRContainerView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRCrossRef,,,0.0,,,,False,OK,10217801.0,True,True,477415326.0,466225.9,455.2987,0.444628,\Success\,nan
SITE.SMRFilterDef,,,0.0,,,,False,OK,51.0,True,True,3512.0,3.43,0.0033,3e-06,\Success\,nan
SITE.SMRFilterDestSPOT,,,0.0,,,,False,OK,53.0,True,True,610.0,0.6,0.0006,1e-06,\Success\,nan
SITE.SMRFilterSourceSPOT,,,0.0,,,,False,OK,44.0,True,True,520.0,0.51,0.0005,0.0,\Success\,nan
SITE.SMRFilterTestCode,,,0.0,,,,False,OK,0.0,True,True,27.0,0.03,0.0,0.0,\Success\,nan
SITE.SMRFilterView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRNumberAssignControl,,,0.0,,,,False,OK,2.0,True,True,179.0,0.17,0.0002,0.0,\Success\,nan
SITE.SMRPatientContainerXRef,,,0.0,,,,False,OK,10217804.0,True,True,1112465089.0,1086391.69,1060.9294,1.036064,\Success\,nan
SITE.SMRRackHistory,,,0.0,,,,False,OK,153782.0,True,True,8045071.0,7856.51,7.6724,0.007493,\Success\,nan
SITE.SMRRackHistoryView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRRackInformation,,,0.0,,,,False,OK,83384.0,True,True,6008243.0,5867.42,5.7299,0.005596,\Success\,nan
SITE.SMRRackInformationView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRRackSlotID,,,0.0,,,,False,OK,3736780.0,True,True,237692469.0,232121.55,226.6812,0.221368,\Success\,nan
SITE.SMRRackSlotIDView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRResourceStatus,,,0.0,,,,False,OK,0.0,True,True,178.0,0.17,0.0002,0.0,\Success\,nan
SITE.SMRResourceStatusView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SMRStartSPOT,,,0.0,,,,False,OK,6345683.0,True,True,246050064.0,240283.27,234.6516,0.229152,\Success\,nan
SITE.SMRStartSearchSPOT,,,0.0,,,,False,OK,6345683.0,True,True,246050070.0,240283.27,234.6516,0.229152,\Success\,nan
SITE.SOOrderReqView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SOSchedDate,,,0.0,,,,False,OK,0.0,True,True,35.0,0.03,0.0,0.0,\Success\,nan
SITE.SOSchedDateView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SOSchedOrder,,,0.0,,,,False,OK,0.0,True,True,81.0,0.08,0.0001,0.0,\Success\,nan
SITE.SQDataTypes,,,0.0,,,,False,OK,0.0,True,True,61.0,0.06,0.0001,0.0,\Success\,nan
SITE.SREGPtLevel,,,0.0,,,,False,OK,1309947.0,True,True,123261963.0,120373.01,117.5518,0.114797,\Success\,nan
SITE.SREGVisitLevel,,,0.0,,,,False,OK,6.0,True,True,978.0,0.96,0.0009,1e-06,\Success\,nan
SITE.SynAcc,,,0.0,,,,False,OK,0.0,True,True,6.0,0.01,0.0,0.0,\Success\,nan
SITE.SynBat,,,0.0,,,,False,OK,0.0,True,True,11.0,0.01,0.0,0.0,\Success\,nan
SITE.SynHIDXref,,,0.0,,,,False,OK,0.0,True,True,81.0,0.08,0.0001,0.0,\Success\,nan
SITE.SynMergeHist,,,0.0,,,,False,OK,0.0,True,True,36.0,0.04,0.0,0.0,\Success\,nan
SITE.SynOrdEventView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.SynOrdXref,,,0.0,,,,False,OK,0.0,True,True,21.0,0.02,0.0,0.0,\Success\,nan
SITE.SynOrder,,,0.0,,,,False,OK,0.0,True,True,74.0,0.07,0.0001,0.0,\Success\,nan
SITE.SynPatient,,,0.0,,,,False,OK,0.0,True,True,8.0,0.01,0.0,0.0,\Success\,nan
SITE.SynPrintXref,,,0.0,,,,False,OK,0.0,True,True,114.0,0.11,0.0001,0.0,\Success\,nan
SITE.SynTest,,,0.0,,,,False,OK,0.0,True,True,62.0,0.06,0.0001,0.0,\Success\,nan
SITE.Syndrome,,,0.0,,,,False,OK,0.0,True,True,133.0,0.13,0.0001,0.0,\Success\,nan
SITE.SysMsg,,,0.0,,,,False,OK,1827.0,True,True,85499.0,83.5,0.0815,8e-05,\Success\,nan
SITE.TESTBILLING,,,0.0,,,,False,OK,62403.0,True,True,1048579.0,1024.0,1.0,0.000977,\Success\,nan
SITE.TrackSpecimenTest,,,0.0,,,,False,OK,0.0,True,True,258.0,0.25,0.0002,0.0,\Success\,nan
SITE.UBBStaView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.UBCCONTAMVIEW,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.UCLMGLAccessionView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.UCOVIDGLAccessionView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.UCOVIDGLORDXMJView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.ULOGBAT,,,0.0,,,,False,OK,0.0,True,True,52.0,0.05,0.0,0.0,\Success\,nan
SITE.ULOGCLMView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.ULOGPT,,,0.0,,,,False,OK,0.0,True,True,104.0,0.1,0.0001,0.0,\Success\,nan
SITE.UMAENGTextMoView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.USLNContainerRouteView1,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.USLNCrossReferenceView1,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.USLNGLORDXMJView1,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.USMRContainerPatientTestView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.UnitsStatFile,,,0.0,,,,False,OK,3462567.0,True,True,158552343.0,154836.27,151.2073,0.147663,\Success\,nan
SITE.imcmicrorpt,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.u1GLAccessionHistView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.u2BBStatusView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.u3BBStatusView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.u4BBStatusView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uBBAllocView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uBBAllocationView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uBBCOMPView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uBBStatusView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uBBStatusView1,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uBBStatusView2,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uBBTransfusedView3,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uBBstatus,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uCrossReferenceView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uGLACCVIEW,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uGLAccessionHistView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uGLORDView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uGLORDXMJView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uGLPATView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uGLPatientView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uIDXGLView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uLTN5GLView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uLTN7GLVIEW,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uLTN8BTView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uLTN8GLView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMAOrdView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMAPhysGroupView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMAQAMethRngVIEW,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMASpotIDContainerListView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMCOrderView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMCOrderViewTEST,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMCRESView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMCResAllCtxtView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMCResBatAccView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMCResSuscView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMGBILLView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMGTATView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uMUNMCOrderView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uPatientLocationView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uSLNLTN7GLabView1,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uSMRContainerHistoryView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uSMRContainerHostoryView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.uSMRContainerPatientSpecView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.ugl1accessionview,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
SITE.umicroGLORDXMJView,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
QCInventory.ControlTestIndexQuery,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
QCInventory.ExpectedResultData,,,0.0,,,,False,OK,89.0,True,True,7882.0,7.7,0.0075,7e-06,\Success\,nan
QCInventory.ExpectedResultHistory,,,0.0,,,,False,OK,2.0,True,True,495.0,0.48,0.0005,0.0,\Success\,nan
QCInventory.ExpectedResultHistoryFiler,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
QCInventory.Item,,,0.0,,,,False,OK,842.0,True,True,0.0,0.0,0.0,0.0,\Success\,nan
QCInventory.ItemFiler,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
QCInventory.ItemMethodOrder,,,0.0,,,,False,OK,6826.0,True,True,529378.0,516.97,0.5049,0.000493,\Success\,nan
QCInventory.ItemMethodOrderFiler,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
QCInventory.LotShipment,,,0.0,,,,False,OK,3496.0,True,True,639999.0,625.0,0.6104,0.000596,\Success\,nan
QCInventory.LotShipmentFiler,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
QCInventory.QCAdhocReport,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
QCInventory.QCDataPoints,,,0.0,,,,False,OK,0.0,True,True,225.0,0.22,0.0002,0.0,\Success\,nan
QCInventory.QCDataPointsFiler,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
QCInventory.QCDefinition,,,0.0,,,,False,OK,2.0,True,True,365.0,0.36,0.0003,0.0,\Success\,nan
QCInventory.QCMaintenanceReport,,,0.0,,,,False,OK,0.0,True,True,215.0,0.21,0.0002,0.0,\Success\,nan
QCInventory.QCMapping,,,0.0,,,,False,OK,20310.0,True,True,1059758.0,1034.92,1.0107,0.000987,\Success\,nan
QCInventory.QCMappingFiler,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
QCInventory.ShipmentStatusHistory,,,0.0,,,,False,OK,3496.0,True,True,306457.0,299.27,0.2923,0.000285,\Success\,nan
QCInventory.ShipmentStatusHistoryFiler,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
QCInventory.ShipmentUsageHistory,,,0.0,,,,False,OK,3496.0,True,True,295944.0,289.01,0.2822,0.000276,\Success\,nan
QCInventory.ShipmentUsageHistoryFiler,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
QCInventory.ShipmentXcheckHistory,,,0.0,,,,False,OK,0.0,True,True,139.0,0.14,0.0001,0.0,\Success\,nan
QCInventory.ShipmentXcheckHistoryFiler,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
QCInventory.TempQCResults,,,0.0,,,,False,OK,0.0,True,True,76.0,0.07,0.0001,0.0,\Success\,nan
ClinVal.NoteTaker,,,0.0,,,,False,OK,0.0,True,True,207.0,0.2,0.0002,0.0,\Success\,nan
ClinVal.NoteTakerHistory,,,0.0,,,,False,OK,0.0,True,True,104.0,0.1,0.0001,0.0,\Success\,nan
ClinVal.ReviewItem,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
ClinVal.ReviewItemComp,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
ClinVal.ReviewItemHistory,,,0.0,,,,False,OK,0.0,True,True,352.0,0.34,0.0003,0.0,\Success\,nan
ClinVal.ReviewListFilter,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
ClinVal.ReviewListFilterCriterion,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
Lab.CustomQueryBase,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
Lab.LTNAdapter,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
Lab.LTNAdapterUtility,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
Lab.LTNBase,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
Lab.LTNCommand,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
